334468,METHOD_PARAMETER_OUT,Isolate* isolate,30,BY_VALUE,1,false,14,isolate,1,Isolate*
334469,METHOD_PARAMETER_OUT,Local<Object> resource,30,BY_VALUE,2,false,15,resource,2,Local<Object>
334470,METHOD_PARAMETER_OUT,const char* name,30,BY_VALUE,3,false,16,name,3,char*
334471,METHOD_PARAMETER_OUT,async_id trigger_async_id,30,BY_VALUE,4,false,17,trigger_async_id,4,async_id
334472,METHOD_PARAMETER_OUT,Local<Function> callback,47,BY_VALUE,1,false,29,callback,1,Local<Function>
334473,METHOD_PARAMETER_OUT,int argc,47,BY_VALUE,2,false,30,argc,2,int
334474,METHOD_PARAMETER_OUT,Local<Value>* argv,47,BY_VALUE,3,false,31,argv,3,Local<Value>*
334475,METHOD_PARAMETER_OUT,const char* method,47,BY_VALUE,1,false,37,method,1,char*
334476,METHOD_PARAMETER_OUT,int argc,47,BY_VALUE,2,false,38,argc,2,int
334477,METHOD_PARAMETER_OUT,Local<Value>* argv,47,BY_VALUE,3,false,39,argv,3,Local<Value>*
334478,METHOD_PARAMETER_OUT,Local<String> symbol,47,BY_VALUE,1,false,45,symbol,1,Local<String>
334479,METHOD_PARAMETER_OUT,int argc,47,BY_VALUE,2,false,46,argc,2,int
334480,METHOD_PARAMETER_OUT,Local<Value>* argv,47,BY_VALUE,3,false,47,argv,3,Local<Value>*
334481,METHOD_PARAMETER_OUT,AsyncResource* res,45,BY_VALUE,1,false,65,res,1,AsyncResource*
334482,METHOD_PARAMETER_OUT,Isolate* isolate,30,BY_VALUE,1,false,19,isolate,1,Isolate*
334483,METHOD_PARAMETER_OUT,Local<Object> object,30,BY_VALUE,2,false,20,object,2,Local<Object>
334484,METHOD_PARAMETER_OUT,async_context async_context,30,BY_VALUE,3,false,21,async_context,3,async_context
334485,METHOD_PARAMETER_OUT,Environment* env,30,BY_VALUE,1,false,24,env,1,Environment*
334486,METHOD_PARAMETER_OUT,Local<Object> object,30,BY_VALUE,2,false,25,object,2,Local<Object>
334487,METHOD_PARAMETER_OUT,async_context asyncContext,30,BY_VALUE,3,false,26,asyncContext,3,async_context
334488,METHOD_PARAMETER_OUT,AsyncWrap* async_wrap,46,BY_VALUE,1,false,40,async_wrap,1,AsyncWrap*
334489,METHOD_PARAMETER_OUT,int flags,69,BY_VALUE,2,false,40,flags,2,int
