,Id,Name,NodeType,Fullname,Signature,Filename,Code,LineNumber,LineNumberEnd,ColumnNumber,ColumnNumberEnd,LineOfCode,NumberOfOperators,SetOfOperators,NumberOfOperands,SetOfOperands,FanIn,FanOut,McCabe,AccCyc,ConCf,ConDf,ConZc,ConRf,ConVal,Parma,ParmaIn,ParmaOut,RetType
0,265,flags,3,aclSelector.flags,,acl.c,flags,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,17,0,1,1,0,0,,0,0,0,0,0,
1,266,allowed_commands,3,aclSelector.allowed_commands,,acl.c,allowed_commands[USER_COMMAND_BITS_COUNT/64],-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,10,0,1,1,0,0,,0,0,0,0,0,
2,267,allowed_firstargs,3,aclSelector.allowed_firstargs,,acl.c,**allowed_firstargs,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,10,0,1,1,0,0,,0,0,0,0,0,
3,268,patterns,3,aclSelector.patterns,,acl.c,*patterns,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,12,0,1,1,0,0,,0,0,0,0,0,
4,269,channels,3,aclSelector.channels,,acl.c,*channels,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,14,0,1,1,0,0,,0,0,0,0,0,
5,270,command_rules,3,aclSelector.command_rules,,acl.c,command_rules,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,16,0,1,1,0,0,,0,0,0,0,0,
6,612,flags,3,keyPattern.flags,,acl.c,flags,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,5,0,1,1,0,0,,0,0,0,0,0,
7,613,pattern,3,keyPattern.pattern,,acl.c,pattern,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,7,0,1,1,0,0,,0,0,0,0,0,
8,5422,keys_init,3,aclKeyResultCache.keys_init,,acl.c,keys_init,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,4,0,1,1,0,0,,0,0,0,0,0,
9,5423,keys,3,aclKeyResultCache.keys,,acl.c,keys,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,0,4,0,1,1,0,0,,0,0,0,0,0,
