4,IMPORT,#include <opencv2/dnn/dnn.hpp>,1,,opencv2/dnn/dnn.hpp,opencv2/dnn/dnn.hpp,,,76,1
11,IMPORT,#include <opencv2/dnn.hpp>,1,,opencv2/dnn.hpp,opencv2/dnn.hpp,,,44,1
133,IMPORT,#include <opencv2/core.hpp>,1,,opencv2/core.hpp,opencv2/core.hpp,,,42,1
135,IMPORT,#include <map>,1,,map,map,,,43,2
137,IMPORT,#include <ostream>,1,,ostream,ostream,,,44,3
139,IMPORT,#include <opencv2/dnn/dnn.hpp>,1,,opencv2/dnn/dnn.hpp,opencv2/dnn/dnn.hpp,,,46,4
151,IMPORT,#include <vector>,1,,vector,vector,,,45,1
153,IMPORT,#include <opencv2/core.hpp>,1,,opencv2/core.hpp,opencv2/core.hpp,,,46,2
155,IMPORT,"#include ""opencv2/core/async.hpp""",1,,opencv2/core/async.hpp,opencv2/core/async.hpp,,,47,3
157,IMPORT,"#include ""../dnn/version.hpp""",1,,../dnn/version.hpp,../dnn/version.hpp,,,49,4
159,IMPORT,#include <opencv2/dnn/dict.hpp>,1,,opencv2/dnn/dict.hpp,opencv2/dnn/dict.hpp,,,51,5
161,IMPORT,#include <opencv2/dnn/layer.hpp>,1,,opencv2/dnn/layer.hpp,opencv2/dnn/layer.hpp,,,1927,6
163,IMPORT,#include <opencv2/dnn/dnn.inl.hpp>,1,,opencv2/dnn/dnn.inl.hpp,opencv2/dnn/dnn.inl.hpp,,,1928,7
165,IMPORT,#include <opencv2/dnn/utils/inference_engine.hpp>,1,,opencv2/dnn/utils/inference_engine.hpp,opencv2/dnn/utils/inference_engine.hpp,,,1931,8
177,IMPORT,#include <opencv2/dnn.hpp>,1,,opencv2/dnn.hpp,opencv2/dnn.hpp,,,45,1
1395,IMPORT,#include <opencv2/dnn/layer.hpp>,1,,opencv2/dnn/layer.hpp,opencv2/dnn/layer.hpp,,,8,1
1447,IMPORT,#include <opencv2/dnn.hpp>,1,,opencv2/dnn.hpp,opencv2/dnn.hpp,,,44,1
1458,IMPORT,#include <opencv2/dnn.hpp>,1,,opencv2/dnn.hpp,opencv2/dnn.hpp,,,7,1
1478,IMPORT,#include <opencv2/dnn/dnn.hpp>,1,,opencv2/dnn/dnn.hpp,opencv2/dnn/dnn.hpp,,,45,1
1480,IMPORT,#include <opencv2/core/types_c.hpp>,1,,opencv2/core/types_c.hpp,opencv2/core/types_c.hpp,,,46,2
1482,IMPORT,#include <iostream>,1,,iostream,iostream,,,47,3
1484,IMPORT,#include <ostream>,1,,ostream,ostream,,,48,4
1486,IMPORT,#include <sstream>,1,,sstream,sstream,,,49,5
2349,IMPORT,"#include ""../dnn.hpp""",1,,../dnn.hpp,../dnn.hpp,,,8,1
2359,IMPORT,"#include ""../dnn.hpp""",1,,../dnn.hpp,../dnn.hpp,,,11,1
2378,IMPORT,"#include ""opencv-caffe.pb.hpp""",1,,opencv-caffe.pb.hpp,opencv-caffe.pb.hpp,,,4,1
2380,IMPORT,#include <algorithm>,1,,algorithm,algorithm,,,6,2
2382,IMPORT,#include <google/protobuf/io/coded_stream.hpp>,1,,google/protobuf/io/coded_stream.hpp,google/protobuf/io/coded_stream.hpp,,,8,3
2384,IMPORT,#include <google/protobuf/extension_set.hpp>,1,,google/protobuf/extension_set.hpp,google/protobuf/extension_set.hpp,,,9,4
2386,IMPORT,#include <google/protobuf/wire_format_lite.hpp>,1,,google/protobuf/wire_format_lite.hpp,google/protobuf/wire_format_lite.hpp,,,10,5
2388,IMPORT,#include <google/protobuf/descriptor.hpp>,1,,google/protobuf/descriptor.hpp,google/protobuf/descriptor.hpp,,,11,6
2390,IMPORT,#include <google/protobuf/generated_message_reflection.hpp>,1,,google/protobuf/generated_message_reflection.hpp,google/protobuf/generated_message_reflection.hpp,,,12,7
