186,METHOD_PARAMETER_IN,,TypeIter begin,31,,BY_VALUE,1,false,52,begin,1,,TypeIter
187,METHOD_PARAMETER_IN,,int size,47,,BY_VALUE,2,false,52,size,2,,int
225,METHOD_PARAMETER_IN,,TypeIter begin,32,,BY_VALUE,1,false,61,begin,1,,TypeIter
226,METHOD_PARAMETER_IN,,int size,48,,BY_VALUE,2,false,61,size,2,,int
264,METHOD_PARAMETER_IN,,TypeIter begin,34,,BY_VALUE,1,false,70,begin,1,,TypeIter
265,METHOD_PARAMETER_IN,,int size,50,,BY_VALUE,2,false,70,size,2,,int
303,METHOD_PARAMETER_IN,,int idx,44,,BY_VALUE,1,false,79,idx,1,,int
316,METHOD_PARAMETER_IN,,int idx,36,,BY_VALUE,1,false,86,idx,1,,int
425,METHOD_PARAMETER_IN,,int idx,32,,BY_VALUE,1,false,117,idx,1,,int
438,METHOD_PARAMETER_IN,,int idx,35,,BY_VALUE,1,false,122,idx,1,,int
451,METHOD_PARAMETER_IN,,int idx,42,,BY_VALUE,1,false,128,idx,1,,int
464,METHOD_PARAMETER_IN,,int idx,34,,BY_VALUE,1,false,134,idx,1,,int
477,METHOD_PARAMETER_IN,,int idx,38,,BY_VALUE,1,false,140,idx,1,,int
567,METHOD_PARAMETER_IN,,int idx,39,,BY_VALUE,1,false,164,idx,1,,int
575,METHOD_PARAMETER_IN,,int idx,36,,BY_VALUE,1,false,170,idx,1,,int
585,METHOD_PARAMETER_IN,,int idx,38,,BY_VALUE,1,false,176,idx,1,,int
627,METHOD_PARAMETER_IN,,int idx,41,,BY_VALUE,1,false,184,idx,1,,int
708,METHOD_PARAMETER_IN,,const DictValue &r,41,,BY_VALUE,1,false,220,r,1,,DictValue
812,METHOD_PARAMETER_IN,,const DictValue &r,29,,BY_VALUE,1,false,249,r,1,,DictValue
1000,METHOD_PARAMETER_IN,,std::ostream &stream,33,,BY_VALUE,1,false,301,stream,1,,ANY
1001,METHOD_PARAMETER_IN,,const DictValue &dictv,55,,BY_VALUE,2,false,301,dictv,2,,DictValue
1134,METHOD_PARAMETER_IN,,const String &key,23,,BY_VALUE,1,false,329,key,1,,String
1147,METHOD_PARAMETER_IN,,const String &key,29,,BY_VALUE,1,false,334,key,1,,String
1173,METHOD_PARAMETER_IN,,const String &key,35,,BY_VALUE,1,false,340,key,1,,String
1199,METHOD_PARAMETER_IN,,const String &key,35,,BY_VALUE,1,false,346,key,1,,String
1233,METHOD_PARAMETER_IN,,const String &key,20,,BY_VALUE,1,false,355,key,1,,String
1247,METHOD_PARAMETER_IN,,const String &key,20,,BY_VALUE,1,false,361,key,1,,String
1248,METHOD_PARAMETER_IN,,const T &defaultValue,39,,BY_VALUE,2,false,361,defaultValue,2,,T
1280,METHOD_PARAMETER_IN,,const String &key,27,,BY_VALUE,1,false,372,key,1,,String
1281,METHOD_PARAMETER_IN,,const T &value,46,,BY_VALUE,2,false,372,value,2,,T
1323,METHOD_PARAMETER_IN,,const String &key,25,,BY_VALUE,1,false,384,key,1,,String
1333,METHOD_PARAMETER_IN,,std::ostream &stream,33,,BY_VALUE,1,false,389,stream,1,,ANY
1334,METHOD_PARAMETER_IN,,const Dict &dict,55,,BY_VALUE,2,false,389,dict,2,,Dict
1405,METHOD_PARAMETER_IN,,LayerParams &params,36,,BY_VALUE,1,false,51,params,1,,LayerParams
1419,METHOD_PARAMETER_IN,,const String &layerType,28,,BY_VALUE,1,false,62,layerType,1,,String
1420,METHOD_PARAMETER_IN,,LayerFactory::Constructor layerConstructor,53,,BY_VALUE,2,false,62,layerConstructor,2,,ANY
1496,METHOD_PARAMETER_IN,,const Range &r,12,,BY_VALUE,1,false,59,r,1,,Range
1501,METHOD_PARAMETER_IN,,int start_,12,,BY_VALUE,1,false,60,start_,1,,int
1502,METHOD_PARAMETER_IN,,int size_ = 1,24,,BY_VALUE,2,false,60,size_,2,,int
1507,METHOD_PARAMETER_IN,,const Mat &m,25,,BY_VALUE,1,false,63,m,1,,Mat
1508,METHOD_PARAMETER_IN,,const _Range &r0,39,,BY_VALUE,2,false,63,r0,2,,_Range
1546,METHOD_PARAMETER_IN,,const Mat &m,25,,BY_VALUE,1,false,72,m,1,,Mat
1547,METHOD_PARAMETER_IN,,const _Range &r0,39,,BY_VALUE,2,false,72,r0,2,,_Range
1548,METHOD_PARAMETER_IN,,const _Range &r1,57,,BY_VALUE,3,false,72,r1,3,,_Range
1597,METHOD_PARAMETER_IN,,const Mat &m,25,,BY_VALUE,1,false,83,m,1,,Mat
1598,METHOD_PARAMETER_IN,,const _Range &r0,39,,BY_VALUE,2,false,83,r0,2,,_Range
1599,METHOD_PARAMETER_IN,,const _Range &r1,57,,BY_VALUE,3,false,83,r1,3,,_Range
1600,METHOD_PARAMETER_IN,,const _Range &r2,75,,BY_VALUE,4,false,83,r2,4,,_Range
1654,METHOD_PARAMETER_IN,,const Mat &m,25,,BY_VALUE,1,false,95,m,1,,Mat
1655,METHOD_PARAMETER_IN,,const _Range &r0,39,,BY_VALUE,2,false,95,r0,2,,_Range
1656,METHOD_PARAMETER_IN,,const _Range &r1,57,,BY_VALUE,3,false,95,r1,3,,_Range
1657,METHOD_PARAMETER_IN,,const _Range &r2,75,,BY_VALUE,4,false,95,r2,4,,_Range
1658,METHOD_PARAMETER_IN,,const _Range &r3,93,,BY_VALUE,5,false,95,r3,5,,_Range
1717,METHOD_PARAMETER_IN,,const Mat &m,28,,BY_VALUE,1,false,108,m,1,,Mat
1718,METHOD_PARAMETER_IN,,int n,42,,BY_VALUE,2,false,108,n,2,,int
1719,METHOD_PARAMETER_IN,,int cn,49,,BY_VALUE,3,false,108,cn,3,,int
1778,METHOD_PARAMETER_IN,,const int* dims,30,,BY_VALUE,1,false,119,dims,1,,int*
1779,METHOD_PARAMETER_IN,,const int n,47,,BY_VALUE,2,false,119,n,2,,int
1795,METHOD_PARAMETER_IN,,const Mat& mat,30,,BY_VALUE,1,false,126,mat,1,,Mat
1810,METHOD_PARAMETER_IN,,const MatSize& sz,30,,BY_VALUE,1,false,131,sz,1,,MatSize
1824,METHOD_PARAMETER_IN,,const UMat& mat,30,,BY_VALUE,1,false,136,mat,1,,UMat
1840,METHOD_PARAMETER_IN,,int i,31,,BY_VALUE,1,false,151,i,1,,int
1849,METHOD_PARAMETER_IN,,int a0,30,,BY_VALUE,1,false,153,a0,1,,int
1850,METHOD_PARAMETER_IN,,int a1=-1,38,,BY_VALUE,2,false,153,a1,2,,int
1851,METHOD_PARAMETER_IN,,int a2=-1,49,,BY_VALUE,3,false,153,a2,3,,int
1852,METHOD_PARAMETER_IN,,int a3=-1,60,,BY_VALUE,4,false,153,a3,4,,int
1894,METHOD_PARAMETER_IN,,const MatShape& shape,25,,BY_VALUE,1,false,161,shape,1,,MatShape
1895,METHOD_PARAMETER_IN,,int start = -1,48,,BY_VALUE,2,false,161,start,2,,int
1896,METHOD_PARAMETER_IN,,int end = -1,64,,BY_VALUE,3,false,161,end,3,,int
1971,METHOD_PARAMETER_IN,,const Mat& mat,25,,BY_VALUE,1,false,184,mat,1,,Mat
1972,METHOD_PARAMETER_IN,,int start = -1,41,,BY_VALUE,2,false,184,start,2,,int
1973,METHOD_PARAMETER_IN,,int end = -1,57,,BY_VALUE,3,false,184,end,3,,int
2047,METHOD_PARAMETER_IN,,const MatShape& a,31,,BY_VALUE,1,false,206,a,1,,MatShape
2048,METHOD_PARAMETER_IN,,const MatShape& b,50,,BY_VALUE,2,false,206,b,2,,MatShape
2075,METHOD_PARAMETER_IN,,const std::vector<_Tp>& shape,36,,BY_VALUE,1,false,215,shape,1,,ANY
2076,METHOD_PARAMETER_IN,,"const String& name = """"",67,,BY_VALUE,2,false,215,name,2,,String
2130,METHOD_PARAMETER_IN,,const std::vector<_Tp>& shape,26,,BY_VALUE,1,false,228,shape,1,,ANY
2131,METHOD_PARAMETER_IN,,"const String& name = """"",57,,BY_VALUE,2,false,228,name,2,,String
2147,METHOD_PARAMETER_IN,,std::ostream &out,40,,BY_VALUE,1,false,233,out,1,,ANY
