6,TYPE_DECL,,include\opencv2\dnn.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn.hpp,include\opencv2\dnn.hpp:<global>,,false,1,<global>,2
13,TYPE_DECL,,include\opencv2\dnn\all_layers.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\all_layers.hpp,include\opencv2\dnn\all_layers.hpp:<global>,,false,1,<global>,2
141,TYPE_DECL,,include\opencv2\dnn\dict.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\dict.hpp,include\opencv2\dnn\dict.hpp:<global>,,false,1,<global>,5
167,TYPE_DECL,,include\opencv2\dnn\dnn.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\dnn.hpp,include\opencv2\dnn\dnn.hpp:<global>,,false,1,<global>,9
173,TYPE_DECL,,,,class DnnNetAccessor,1,include\opencv2\dnn\dnn.hpp,cv.dnn.accessor.DnnNetAccessor,,false,57,DnnNetAccessor,1
179,TYPE_DECL,,include\opencv2\dnn\dnn.inl.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\dnn.inl.hpp,include\opencv2\dnn\dnn.inl.hpp:<global>,,false,1,<global>,2
1397,TYPE_DECL,,include\opencv2\dnn\layer.details.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\layer.details.hpp,include\opencv2\dnn\layer.details.hpp:<global>,,false,1,<global>,2
1416,TYPE_DECL,,,,"class _LayerStaticRegisterer
{
    String type;
public:

    _LayerStaticRegisterer(const String &layerType, LayerFactory::Constructor layerConstructor)
    {
        this->type = layerType;
        LayerFactory::registerLayer(layerType, layerConstructor);
    }

    ~_LayerStaticRegisterer()
    {
        LayerFactory::unregisterLayer(type);
    }
}",1,include\opencv2\dnn\layer.details.hpp,cv.dnn.details._LayerStaticRegisterer,,false,57,_LayerStaticRegisterer,2
1449,TYPE_DECL,,include\opencv2\dnn\layer.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\layer.hpp,include\opencv2\dnn\layer.hpp:<global>,,false,1,<global>,2
1460,TYPE_DECL,,include\opencv2\dnn\layer_reg.private.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\layer_reg.private.hpp,include\opencv2\dnn\layer_reg.private.hpp:<global>,,false,1,<global>,2
1466,TYPE_DECL,ANY,,,"typedef std::map<std::string, std::vector<LayerFactory::Constructor> > LayerFactory_Impl;",72,include\opencv2\dnn\layer_reg.private.hpp,LayerFactory_Impl,,false,15,LayerFactory_Impl,2
1488,TYPE_DECL,,include\opencv2\dnn\shape_utils.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\shape_utils.hpp,include\opencv2\dnn\shape_utils.hpp:<global>,,false,1,<global>,6
1494,TYPE_DECL,,,,"struct _Range : public cv::Range
{
    _Range(const Range &r) : cv::Range(r) {}
    _Range(int start_, int size_ = 1) : cv::Range(start_, start_ + size_) {}
}",1,include\opencv2\dnn\shape_utils.hpp,cv.dnn._Range,cv.Range,false,57,_Range,2
2351,TYPE_DECL,,include\opencv2\dnn\utils\debug_utils.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\utils\debug_utils.hpp,include\opencv2\dnn\utils\debug_utils.hpp:<global>,,false,1,<global>,2
2361,TYPE_DECL,,include\opencv2\dnn\utils\inference_engine.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\utils\inference_engine.hpp,include\opencv2\dnn\utils\inference_engine.hpp:<global>,,false,1,<global>,2
2369,TYPE_DECL,,include\opencv2\dnn\version.hpp:<global>,NAMESPACE_BLOCK,<global>,1,include\opencv2\dnn\version.hpp,include\opencv2\dnn\version.hpp:<global>,,false,1,<global>,1
2400,TYPE_DECL,,misc\caffe\opencv-caffe.pb.cc:<global>,NAMESPACE_BLOCK,<global>,1,misc\caffe\opencv-caffe.pb.cc,misc\caffe\opencv-caffe.pb.cc:<global>,,false,1,<global>,12
2410,TYPE_DECL,,,,"struct BlobShapeDefaultTypeInternal {
  constexpr BlobShapeDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~BlobShapeDefaultTypeInternal() {}
  union {
    BlobShape _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.BlobShapeDefaultTypeInternal,,false,24,BlobShapeDefaultTypeInternal,2
2419,TYPE_DECL,,,,"union {
    BlobShape _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.BlobShapeDefaultTypeInternal.anonymous_composite_type_0,,false,28,opencv_caffe.BlobShapeDefaultTypeInternal.anonymous_composite_type_0,3
2428,TYPE_DECL,,,,"struct BlobProtoDefaultTypeInternal {
  constexpr BlobProtoDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~BlobProtoDefaultTypeInternal() {}
  union {
    BlobProto _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.BlobProtoDefaultTypeInternal,,false,47,BlobProtoDefaultTypeInternal,6
2437,TYPE_DECL,,,,"union {
    BlobProto _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.BlobProtoDefaultTypeInternal.anonymous_composite_type_1,,false,51,opencv_caffe.BlobProtoDefaultTypeInternal.anonymous_composite_type_1,3
2446,TYPE_DECL,,,,"struct BlobProtoVectorDefaultTypeInternal {
  constexpr BlobProtoVectorDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~BlobProtoVectorDefaultTypeInternal() {}
  union {
    BlobProtoVector _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.BlobProtoVectorDefaultTypeInternal,,false,59,BlobProtoVectorDefaultTypeInternal,10
2455,TYPE_DECL,,,,"union {
    BlobProtoVector _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.BlobProtoVectorDefaultTypeInternal.anonymous_composite_type_2,,false,63,opencv_caffe.BlobProtoVectorDefaultTypeInternal.anonymous_composite_type_2,3
2464,TYPE_DECL,,,,"struct PermuteParameterDefaultTypeInternal {
  constexpr PermuteParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~PermuteParameterDefaultTypeInternal() {}
  union {
    PermuteParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.PermuteParameterDefaultTypeInternal,,false,71,PermuteParameterDefaultTypeInternal,14
2473,TYPE_DECL,,,,"union {
    PermuteParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.PermuteParameterDefaultTypeInternal.anonymous_composite_type_3,,false,75,opencv_caffe.PermuteParameterDefaultTypeInternal.anonymous_composite_type_3,3
2482,TYPE_DECL,,,,"struct NormalizeBBoxParameterDefaultTypeInternal {
  constexpr NormalizeBBoxParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~NormalizeBBoxParameterDefaultTypeInternal() {}
  union {
    NormalizeBBoxParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.NormalizeBBoxParameterDefaultTypeInternal,,false,86,NormalizeBBoxParameterDefaultTypeInternal,18
2491,TYPE_DECL,,,,"union {
    NormalizeBBoxParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.NormalizeBBoxParameterDefaultTypeInternal.anonymous_composite_type_4,,false,90,opencv_caffe.NormalizeBBoxParameterDefaultTypeInternal.anonymous_composite_type_4,3
2500,TYPE_DECL,,,,"struct PriorBoxParameterDefaultTypeInternal {
  constexpr PriorBoxParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~PriorBoxParameterDefaultTypeInternal() {}
  union {
    PriorBoxParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.PriorBoxParameterDefaultTypeInternal,,false,114,PriorBoxParameterDefaultTypeInternal,22
2509,TYPE_DECL,,,,"union {
    PriorBoxParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.PriorBoxParameterDefaultTypeInternal.anonymous_composite_type_5,,false,118,opencv_caffe.PriorBoxParameterDefaultTypeInternal.anonymous_composite_type_5,3
2518,TYPE_DECL,,,,"struct DetectionOutputParameterDefaultTypeInternal {
  constexpr DetectionOutputParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~DetectionOutputParameterDefaultTypeInternal() {}
  union {
    DetectionOutputParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.DetectionOutputParameterDefaultTypeInternal,,false,137,DetectionOutputParameterDefaultTypeInternal,26
2527,TYPE_DECL,,,,"union {
    DetectionOutputParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.DetectionOutputParameterDefaultTypeInternal.anonymous_composite_type_6,,false,141,opencv_caffe.DetectionOutputParameterDefaultTypeInternal.anonymous_composite_type_6,3
2536,TYPE_DECL,,,,"struct DatumDefaultTypeInternal {
  constexpr DatumDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~DatumDefaultTypeInternal() {}
  union {
    Datum _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.DatumDefaultTypeInternal,,false,155,DatumDefaultTypeInternal,30
2545,TYPE_DECL,,,,"union {
    Datum _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.DatumDefaultTypeInternal.anonymous_composite_type_7,,false,159,opencv_caffe.DatumDefaultTypeInternal.anonymous_composite_type_7,3
2554,TYPE_DECL,,,,"struct FillerParameterDefaultTypeInternal {
  constexpr FillerParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~FillerParameterDefaultTypeInternal() {}
  union {
    FillerParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.FillerParameterDefaultTypeInternal,,false,175,FillerParameterDefaultTypeInternal,34
2563,TYPE_DECL,,,,"union {
    FillerParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.FillerParameterDefaultTypeInternal.anonymous_composite_type_8,,false,179,opencv_caffe.FillerParameterDefaultTypeInternal.anonymous_composite_type_8,3
2572,TYPE_DECL,,,,"struct NetParameterDefaultTypeInternal {
  constexpr NetParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~NetParameterDefaultTypeInternal() {}
  union {
    NetParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.NetParameterDefaultTypeInternal,,false,195,NetParameterDefaultTypeInternal,38
2581,TYPE_DECL,,,,"union {
    NetParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.NetParameterDefaultTypeInternal.anonymous_composite_type_9,,false,199,opencv_caffe.NetParameterDefaultTypeInternal.anonymous_composite_type_9,3
2590,TYPE_DECL,,,,"struct SolverParameterDefaultTypeInternal {
  constexpr SolverParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~SolverParameterDefaultTypeInternal() {}
  union {
    SolverParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.SolverParameterDefaultTypeInternal,,false,249,SolverParameterDefaultTypeInternal,42
2599,TYPE_DECL,,,,"union {
    SolverParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.SolverParameterDefaultTypeInternal.anonymous_composite_type_10,,false,253,opencv_caffe.SolverParameterDefaultTypeInternal.anonymous_composite_type_10,3
2608,TYPE_DECL,,,,"struct SolverStateDefaultTypeInternal {
  constexpr SolverStateDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~SolverStateDefaultTypeInternal() {}
  union {
    SolverState _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.SolverStateDefaultTypeInternal,,false,264,SolverStateDefaultTypeInternal,46
2617,TYPE_DECL,,,,"union {
    SolverState _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.SolverStateDefaultTypeInternal.anonymous_composite_type_11,,false,268,opencv_caffe.SolverStateDefaultTypeInternal.anonymous_composite_type_11,3
2626,TYPE_DECL,,,,"struct NetStateDefaultTypeInternal {
  constexpr NetStateDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~NetStateDefaultTypeInternal() {}
  union {
    NetState _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.NetStateDefaultTypeInternal,,false,279,NetStateDefaultTypeInternal,50
2635,TYPE_DECL,,,,"union {
    NetState _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.NetStateDefaultTypeInternal.anonymous_composite_type_12,,false,283,opencv_caffe.NetStateDefaultTypeInternal.anonymous_composite_type_12,3
2644,TYPE_DECL,,,,"struct NetStateRuleDefaultTypeInternal {
  constexpr NetStateRuleDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~NetStateRuleDefaultTypeInternal() {}
  union {
    NetStateRule _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.NetStateRuleDefaultTypeInternal,,false,296,NetStateRuleDefaultTypeInternal,54
2653,TYPE_DECL,,,,"union {
    NetStateRule _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.NetStateRuleDefaultTypeInternal.anonymous_composite_type_13,,false,300,opencv_caffe.NetStateRuleDefaultTypeInternal.anonymous_composite_type_13,3
2662,TYPE_DECL,,,,"struct ParamSpecDefaultTypeInternal {
  constexpr ParamSpecDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~ParamSpecDefaultTypeInternal() {}
  union {
    ParamSpec _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.ParamSpecDefaultTypeInternal,,false,312,ParamSpecDefaultTypeInternal,58
2671,TYPE_DECL,,,,"union {
    ParamSpec _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.ParamSpecDefaultTypeInternal.anonymous_composite_type_14,,false,316,opencv_caffe.ParamSpecDefaultTypeInternal.anonymous_composite_type_14,3
2680,TYPE_DECL,,,,"struct LayerParameterDefaultTypeInternal {
  constexpr LayerParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~LayerParameterDefaultTypeInternal() {}
  union {
    LayerParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.LayerParameterDefaultTypeInternal,,false,389,LayerParameterDefaultTypeInternal,62
2689,TYPE_DECL,,,,"union {
    LayerParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.LayerParameterDefaultTypeInternal.anonymous_composite_type_15,,false,393,opencv_caffe.LayerParameterDefaultTypeInternal.anonymous_composite_type_15,3
2698,TYPE_DECL,,,,"struct TransformationParameterDefaultTypeInternal {
  constexpr TransformationParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~TransformationParameterDefaultTypeInternal() {}
  union {
    TransformationParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.TransformationParameterDefaultTypeInternal,,false,407,TransformationParameterDefaultTypeInternal,66
2707,TYPE_DECL,,,,"union {
    TransformationParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.TransformationParameterDefaultTypeInternal.anonymous_composite_type_16,,false,411,opencv_caffe.TransformationParameterDefaultTypeInternal.anonymous_composite_type_16,3
2716,TYPE_DECL,,,,"struct LossParameterDefaultTypeInternal {
  constexpr LossParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~LossParameterDefaultTypeInternal() {}
  union {
    LossParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.LossParameterDefaultTypeInternal,,false,422,LossParameterDefaultTypeInternal,70
2725,TYPE_DECL,,,,"union {
    LossParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.LossParameterDefaultTypeInternal.anonymous_composite_type_17,,false,426,opencv_caffe.LossParameterDefaultTypeInternal.anonymous_composite_type_17,3
2734,TYPE_DECL,,,,"struct AccuracyParameterDefaultTypeInternal {
  constexpr AccuracyParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~AccuracyParameterDefaultTypeInternal() {}
  union {
    AccuracyParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.AccuracyParameterDefaultTypeInternal,,false,436,AccuracyParameterDefaultTypeInternal,74
2743,TYPE_DECL,,,,"union {
    AccuracyParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.AccuracyParameterDefaultTypeInternal.anonymous_composite_type_18,,false,440,opencv_caffe.AccuracyParameterDefaultTypeInternal.anonymous_composite_type_18,3
2752,TYPE_DECL,,,,"struct ArgMaxParameterDefaultTypeInternal {
  constexpr ArgMaxParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~ArgMaxParameterDefaultTypeInternal() {}
  union {
    ArgMaxParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.ArgMaxParameterDefaultTypeInternal,,false,450,ArgMaxParameterDefaultTypeInternal,78
2761,TYPE_DECL,,,,"union {
    ArgMaxParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.ArgMaxParameterDefaultTypeInternal.anonymous_composite_type_19,,false,454,opencv_caffe.ArgMaxParameterDefaultTypeInternal.anonymous_composite_type_19,3
2770,TYPE_DECL,,,,"struct ConcatParameterDefaultTypeInternal {
  constexpr ConcatParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~ConcatParameterDefaultTypeInternal() {}
  union {
    ConcatParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.ConcatParameterDefaultTypeInternal,,false,463,ConcatParameterDefaultTypeInternal,82
2779,TYPE_DECL,,,,"union {
    ConcatParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.ConcatParameterDefaultTypeInternal.anonymous_composite_type_20,,false,467,opencv_caffe.ConcatParameterDefaultTypeInternal.anonymous_composite_type_20,3
2788,TYPE_DECL,,,,"struct BatchNormParameterDefaultTypeInternal {
  constexpr BatchNormParameterDefaultTypeInternal()
    : _instance(::PROTOBUF_NAMESPACE_ID::internal::ConstantInitialized{}) {}
  ~BatchNormParameterDefaultTypeInternal() {}
  union {
    BatchNormParameter _instance;
  };
}",1,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.BatchNormParameterDefaultTypeInternal,,false,478,BatchNormParameterDefaultTypeInternal,86
2797,TYPE_DECL,,,,"union {
    BatchNormParameter _instance;
  }",3,misc\caffe\opencv-caffe.pb.cc,opencv_caffe.BatchNormParameterDefaultTypeInternal.anonymous_composite_type_21,,false,482,opencv_caffe.BatchNormParameterDefaultTypeInternal.anonymous_composite_type_21,3
