12,TYPE_DECL,,acl.c:<global>,NAMESPACE_BLOCK,<global>,1,acl.c,acl.c:<global>,,false,1,<global>,5
31,TYPE_DECL,ACLCommandCategories,,,"struct ACLCategoryItem {
    const char *name;
    uint64_t flag;
}",1,acl.c,ACLCategoryItem,,false,62,ACLCategoryItem,11
188,TYPE_DECL,ACLUserFlags,,,"struct ACLUserFlag {
    const char *name;
    uint64_t flag;
}",1,acl.c,ACLUserFlag,,false,90,ACLUserFlag,14
233,TYPE_DECL,ACLSelectorFlags,,,"struct ACLSelectorFlags {
    const char *name;
    uint64_t flag;
}",1,acl.c,ACLSelectorFlags,,false,103,ACLSelectorFlags,17
264,TYPE_DECL,aclSelector,,,"typedef struct {
    uint32_t flags; /* See SELECTOR_FLAG_* */
    /* The bit in allowed_commands is set if this user has the right to
     * execute this command.
     *
     * If the bit for a given command is NOT set and the command has
     * allowed first-args, Redis will also check allowed_firstargs in order to
     * understand if the command can be executed. */
    uint64_t allowed_commands[USER_COMMAND_BITS_COUNT/64];
    /* allowed_firstargs is used by ACL rules to block access to a command unless a
     * specific argv[1] is given.
     *
     * For each command ID (corresponding to the command bit set in allowed_commands),
     * This array points to an array of SDS strings, terminated by a NULL pointer,
     * with all the first-args that are allowed for this command. When no first-arg
     * matching is used, the field is just set to NULL to avoid allocating
     * USER_COMMAND_BITS_COUNT pointers. */
    sds **allowed_firstargs;
    list *patterns;  /* A list of allow...",1,acl.c,aclSelector,,false,115,aclSelector,20
611,TYPE_DECL,keyPattern,,,"typedef struct {
    int flags; /* The CMD_KEYS_* flags for this key pattern */
    sds pattern; /* The pattern to match keys against */
}",1,acl.c,keyPattern,,false,261,keyPattern,36
5421,TYPE_DECL,aclKeyResultCache,,,"typedef struct {
    int keys_init;
    getKeysResult keys;
}",1,acl.c,aclKeyResultCache,,false,1634,aclKeyResultCache,91
8188,TYPE_DECL,ACLLogEntry,,,"typedef struct ACLLogEntry {
    uint64_t count;     /* Number of times this happened recently. */
    int reason;         /* Reason for denying the command. ACL_DENIED_*. */
    int context;        /* Toplevel, Lua or MULTI/EXEC? ACL_LOG_CTX_*. */
    sds object;         /* The key name or command name. */
    sds username;       /* User the client is authenticated with. */
    mstime_t ctime;     /* Milliseconds time of last update to this entry. */
    sds cinfo;          /* Client info (last client if updated). */
    long long entry_id;         /* The pair (entry_id, timestamp_created) is a unique identifier of this entry 
                                  * in case the node dies and is restarted, it can detect that if it's a new series. */
    mstime_t timestamp_created; /* UNIX time in milliseconds at the time of this entry's creation. */
}",1,acl.c,ACLLogEntry,,false,2501,ACLLogEntry,109
8198,TYPE_DECL,ACLLogEntry,,,"typedef struct ACLLogEntry {
    uint64_t count;     /* Number of times this happened recently. */
    int reason;         /* Reason for denying the command. ACL_DENIED_*. */
    int context;        /* Toplevel, Lua or MULTI/EXEC? ACL_LOG_CTX_*. */
    sds object;         /* The key name or command name. */
    sds username;       /* User the client is authenticated with. */
    mstime_t ctime;     /* Milliseconds time of last update to this entry. */
    sds cinfo;          /* Client info (last client if updated). */
    long long entry_id;         /* The pair (entry_id, timestamp_created) is a unique identifier of this entry 
                                  * in case the node dies and is restarted, it can detect that if it's a new series. */
    mstime_t timestamp_created; /* UNIX time in milliseconds at the time of this entry's creation. */
} ACLLogEntry;",3,acl.c,ACLLogEntry,,false,2512,ACLLogEntry,110
10644,TYPE_DECL,,adlist.c:<global>,NAMESPACE_BLOCK,<global>,1,adlist.c,adlist.c:<global>,,false,1,<global>,4
11709,TYPE_DECL,,adlist.h:<global>,NAMESPACE_BLOCK,<global>,1,adlist.h,adlist.h:<global>,,false,1,<global>,1
11712,TYPE_DECL,listNode,,,"typedef struct listNode {
    struct listNode *prev;
    struct listNode *next;
    void *value;
}",1,adlist.h,listNode,,false,36,listNode,1
11713,TYPE_DECL,prev,,,struct listNode,5,adlist.h,listNode.listNode,,false,37,listNode,1
11715,TYPE_DECL,next,,,struct listNode,5,adlist.h,listNode.listNode,,false,38,listNode,3
11718,TYPE_DECL,listNode,,,"typedef struct listNode {
    struct listNode *prev;
    struct listNode *next;
    void *value;
} listNode;",3,adlist.h,listNode,,false,40,listNode,2
11719,TYPE_DECL,listIter,,,"typedef struct listIter {
    listNode *next;
    int direction;
}",1,adlist.h,listIter,,false,42,listIter,3
11722,TYPE_DECL,listIter,,,"typedef struct listIter {
    listNode *next;
    int direction;
} listIter;",3,adlist.h,listIter,,false,45,listIter,4
11723,TYPE_DECL,list,,,"typedef struct list {
    listNode *head;
    listNode *tail;
    void *(*dup)(void *ptr);
    void (*free)(void *ptr);
    int (*match)(void *ptr, void *key);
    unsigned long len;
}",1,adlist.h,list,,false,47,list,5
11743,TYPE_DECL,list,,,"typedef struct list {
    listNode *head;
    listNode *tail;
    void *(*dup)(void *ptr);
    void (*free)(void *ptr);
    int (*match)(void *ptr, void *key);
    unsigned long len;
} list;",3,adlist.h,list,,false,54,list,6
11908,TYPE_DECL,,ae.c:<global>,NAMESPACE_BLOCK,<global>,1,ae.c,ae.c:<global>,,false,1,<global>,19
13485,TYPE_DECL,,ae.h:<global>,NAMESPACE_BLOCK,<global>,1,ae.h,ae.h:<global>,,false,1,<global>,2
13488,TYPE_DECL,,,,struct aeEventLoop,1,ae.h,aeEventLoop,,false,63,aeEventLoop,1
13515,TYPE_DECL,aeFileEvent,,,"typedef struct aeFileEvent {
    int mask; /* one of AE_(READABLE|WRITABLE|BARRIER) */
    aeFileProc *rfileProc;
    aeFileProc *wfileProc;
    void *clientData;
}",1,ae.h,aeFileEvent,,false,72,aeFileEvent,6
13520,TYPE_DECL,aeFileEvent,,,"typedef struct aeFileEvent {
    int mask; /* one of AE_(READABLE|WRITABLE|BARRIER) */
    aeFileProc *rfileProc;
    aeFileProc *wfileProc;
    void *clientData;
} aeFileEvent;",3,ae.h,aeFileEvent,,false,77,aeFileEvent,7
13521,TYPE_DECL,aeTimeEvent,,,"typedef struct aeTimeEvent {
    long long id; /* time event identifier. */
    monotime when;
    aeTimeProc *timeProc;
    aeEventFinalizerProc *finalizerProc;
    void *clientData;
    struct aeTimeEvent *prev;
    struct aeTimeEvent *next;
    int refcount; /* refcount to prevent timer events from being
  		   * freed in recursive time event calls. */
}",1,ae.h,aeTimeEvent,,false,80,aeTimeEvent,8
13527,TYPE_DECL,prev,,,struct aeTimeEvent,5,ae.h,aeTimeEvent.aeTimeEvent,,false,86,aeTimeEvent,6
13529,TYPE_DECL,next,,,struct aeTimeEvent,5,ae.h,aeTimeEvent.aeTimeEvent,,false,87,aeTimeEvent,8
13532,TYPE_DECL,aeTimeEvent,,,"typedef struct aeTimeEvent {
    long long id; /* time event identifier. */
    monotime when;
    aeTimeProc *timeProc;
    aeEventFinalizerProc *finalizerProc;
    void *clientData;
    struct aeTimeEvent *prev;
    struct aeTimeEvent *next;
    int refcount; /* refcount to prevent timer events from being
  		   * freed in recursive time event calls. */
} aeTimeEvent;",3,ae.h,aeTimeEvent,,false,90,aeTimeEvent,9
13533,TYPE_DECL,aeFiredEvent,,,"typedef struct aeFiredEvent {
    int fd;
    int mask;
}",1,ae.h,aeFiredEvent,,false,93,aeFiredEvent,10
13536,TYPE_DECL,aeFiredEvent,,,"typedef struct aeFiredEvent {
    int fd;
    int mask;
} aeFiredEvent;",3,ae.h,aeFiredEvent,,false,96,aeFiredEvent,11
13537,TYPE_DECL,aeEventLoop,,,"typedef struct aeEventLoop {
    int maxfd;   /* highest file descriptor currently registered */
    int setsize; /* max number of file descriptors tracked */
    long long timeEventNextId;
    aeFileEvent *events; /* Registered events */
    aeFiredEvent *fired; /* Fired events */
    aeTimeEvent *timeEventHead;
    int stop;
    void *apidata; /* This is used for polling API specific data */
    aeBeforeSleepProc *beforesleep;
    aeBeforeSleepProc *aftersleep;
    int flags;
}",1,ae.h,aeEventLoop,,false,99,aeEventLoop,12
13549,TYPE_DECL,aeEventLoop,,,"typedef struct aeEventLoop {
    int maxfd;   /* highest file descriptor currently registered */
    int setsize; /* max number of file descriptors tracked */
    long long timeEventNextId;
    aeFileEvent *events; /* Registered events */
    aeFiredEvent *fired; /* Fired events */
    aeTimeEvent *timeEventHead;
    int stop;
    void *apidata; /* This is used for polling API specific data */
    aeBeforeSleepProc *beforesleep;
    aeBeforeSleepProc *aftersleep;
    int flags;
} aeEventLoop;",3,ae.h,aeEventLoop,,false,111,aeEventLoop,13
13664,TYPE_DECL,,ae_epoll.c:<global>,NAMESPACE_BLOCK,<global>,1,ae_epoll.c,ae_epoll.c:<global>,,false,1,<global>,2
13667,TYPE_DECL,aeApiState,,,"typedef struct aeApiState {
    int epfd;
    struct epoll_event *events;
}",1,ae_epoll.c,aeApiState,,false,34,aeApiState,1
13669,TYPE_DECL,events,,,struct epoll_event,5,ae_epoll.c,aeApiState.epoll_event,,false,36,epoll_event,2
13671,TYPE_DECL,aeApiState,,,"typedef struct aeApiState {
    int epfd;
    struct epoll_event *events;
} aeApiState;",3,ae_epoll.c,aeApiState,,false,37,aeApiState,2
14154,TYPE_DECL,,ae_evport.c:<global>,NAMESPACE_BLOCK,<global>,1,ae_evport.c,ae_evport.c:<global>,,false,1,<global>,7
14161,TYPE_DECL,aeApiState,,,"typedef struct aeApiState {
    int     portfd;                             /* event port */
    uint_t  npending;                           /* # of pending fds */
    int     pending_fds[MAX_EVENT_BATCHSZ];     /* pending fds */
    int     pending_masks[MAX_EVENT_BATCHSZ];   /* pending fds' masks */
}",1,ae_evport.c,aeApiState,,false,67,aeApiState,3
14178,TYPE_DECL,aeApiState,,,"typedef struct aeApiState {
    int     portfd;                             /* event port */
    uint_t  npending;                           /* # of pending fds */
    int     pending_fds[MAX_EVENT_BATCHSZ];     /* pending fds */
    int     pending_masks[MAX_EVENT_BATCHSZ];   /* pending fds' masks */
} aeApiState;",3,ae_evport.c,aeApiState,,false,72,aeApiState,4
14873,TYPE_DECL,,ae_kqueue.c:<global>,NAMESPACE_BLOCK,<global>,1,ae_kqueue.c,ae_kqueue.c:<global>,,false,1,<global>,4
14876,TYPE_DECL,aeApiState,,,"typedef struct aeApiState {
    int kqfd;
    struct kevent *events;

    /* Events mask for merge read and write event.
     * To reduce memory consumption, we use 2 bits to store the mask
     * of an event, so that 1 byte will store the mask of 4 events. */
    char *eventsMask; 
}",1,ae_kqueue.c,aeApiState,,false,36,aeApiState,1
14878,TYPE_DECL,events,,,struct kevent,5,ae_kqueue.c,aeApiState.kevent,,false,38,kevent,2
14881,TYPE_DECL,aeApiState,,,"typedef struct aeApiState {
    int kqfd;
    struct kevent *events;

    /* Events mask for merge read and write event.
     * To reduce memory consumption, we use 2 bits to store the mask
     * of an event, so that 1 byte will store the mask of 4 events. */
    char *eventsMask; 
} aeApiState;",3,ae_kqueue.c,aeApiState,,false,44,aeApiState,2
15516,TYPE_DECL,,ae_select.c:<global>,NAMESPACE_BLOCK,<global>,1,ae_select.c,ae_select.c:<global>,,false,1,<global>,3
15519,TYPE_DECL,aeApiState,,,"typedef struct aeApiState {
    fd_set rfds, wfds;
    /* We need to have a copy of the fd sets as it's not safe to reuse
     * FD sets after select(). */
    fd_set _rfds, _wfds;
}",1,ae_select.c,aeApiState,,false,35,aeApiState,1
15524,TYPE_DECL,aeApiState,,,"typedef struct aeApiState {
    fd_set rfds, wfds;
    /* We need to have a copy of the fd sets as it's not safe to reuse
     * FD sets after select(). */
    fd_set _rfds, _wfds;
} aeApiState;",3,ae_select.c,aeApiState,,false,40,aeApiState,2
15875,TYPE_DECL,,anet.c:<global>,NAMESPACE_BLOCK,<global>,1,anet.c,anet.c:<global>,,false,1,<global>,20
17937,TYPE_DECL,,anet.h:<global>,NAMESPACE_BLOCK,<global>,1,anet.h,anet.h:<global>,,false,1,<global>,2
18120,TYPE_DECL,,aof.c:<global>,NAMESPACE_BLOCK,<global>,1,aof.c,aof.c:<global>,,false,1,<global>,13
28001,TYPE_DECL,,asciilogo.h:<global>,NAMESPACE_BLOCK,<global>,1,asciilogo.h,asciilogo.h:<global>,,false,1,<global>,1
28018,TYPE_DECL,,atomicvar.h:<global>,NAMESPACE_BLOCK,<global>,1,atomicvar.h,atomicvar.h:<global>,,false,1,<global>,5
28027,TYPE_DECL,,bio.c:<global>,NAMESPACE_BLOCK,<global>,1,bio.c,bio.c:<global>,,false,1,<global>,3
28102,TYPE_DECL,bio_job,,,"typedef union bio_job {
    struct {
        int type; /* Job-type tag. This needs to appear as the first element in all union members. */
    } header;

    /* Job specific arguments.*/
    struct {
        int type;
        int fd; /* Fd for file based background jobs */
        long long offset; /* A job-specific offset, if applicable */
        unsigned need_fsync:1; /* A flag to indicate that a fsync is required before
                                * the file is closed. */
        unsigned need_reclaim_cache:1; /* A flag to indicate that reclaim cache is required before
                                * the file is closed. */
    } fd_args;

    struct {
        int type;
        lazy_free_fn *free_fn; /* Function that will free the provided arguments */
        void *free_args[]; /* List of arguments to be passed to the free function */
    } free_args;
}",1,bio.c,bio_job,,false,89,bio_job,15
28103,TYPE_DECL,header,,,"struct {
        int type; /* Job-type tag. This needs to appear as the first element in all union members. */
    }",5,bio.c,bio_job.header,,false,90,bio_job.header,1
28106,TYPE_DECL,fd_args,,,"struct {
        int type;
        int fd; /* Fd for file based background jobs */
        long long offset; /* A job-specific offset, if applicable */
        unsigned need_fsync:1; /* A flag to indicate that a fsync is required before
                                * the file is closed. */
        unsigned need_reclaim_cache:1; /* A flag to indicate that reclaim cache is required before
                                * the file is closed. */
    }",5,bio.c,bio_job.fd_args,,false,95,bio_job.fd_args,3
28113,TYPE_DECL,free_args,,,"struct {
        int type;
        lazy_free_fn *free_fn; /* Function that will free the provided arguments */
        void *free_args[]; /* List of arguments to be passed to the free function */
    }",5,bio.c,bio_job.free_args,,false,105,bio_job.free_args,5
28123,TYPE_DECL,bio_job,,,"typedef union bio_job {
    struct {
        int type; /* Job-type tag. This needs to appear as the first element in all union members. */
    } header;

    /* Job specific arguments.*/
    struct {
        int type;
        int fd; /* Fd for file based background jobs */
        long long offset; /* A job-specific offset, if applicable */
        unsigned need_fsync:1; /* A flag to indicate that a fsync is required before
                                * the file is closed. */
        unsigned need_reclaim_cache:1; /* A flag to indicate that reclaim cache is required before
                                * the file is closed. */
    } fd_args;

    struct {
        int type;
        lazy_free_fn *free_fn; /* Function that will free the provided arguments */
        void *free_args[]; /* List of arguments to be passed to the free function */
    } free_args;
} bio_job;",3,bio.c,bio_job,,false,110,bio_job,16
29093,TYPE_DECL,,bio.h:<global>,NAMESPACE_BLOCK,<global>,1,bio.h,bio.h:<global>,,false,1,<global>,1
29148,TYPE_DECL,,,,"enum {
    BIO_CLOSE_FILE = 0, /* Deferred close(2) syscall. */
    BIO_AOF_FSYNC,      /* Deferred AOF fsync. */
    BIO_LAZY_FREE,      /* Deferred objects freeing. */
    BIO_CLOSE_AOF,      /* Deferred close for AOF files. */
    BIO_NUM_OPS
}",1,bio.h,anonymous_enum_0,,false,46,anonymous_enum_0,10
29165,TYPE_DECL,,bitops.c:<global>,NAMESPACE_BLOCK,<global>,1,bitops.c,bitops.c:<global>,,false,1,<global>,2
33122,TYPE_DECL,,,,"struct bitfieldOp {
    uint64_t offset;    /* Bitfield offset. */
    int64_t i64;        /* Increment amount (INCRBY) or SET value */
    int opcode;         /* Operation id. */
    int owtype;         /* Overflow type to use. */
    int bits;           /* Integer bitfield bits width. */
    int sign;           /* True if signed, otherwise unsigned op. */
}",1,bitops.c,bitfieldOp,,false,1018,bitfieldOp,19
34037,TYPE_DECL,,blocked.c:<global>,NAMESPACE_BLOCK,<global>,1,blocked.c,blocked.c:<global>,,false,1,<global>,5
36202,TYPE_DECL,,call_reply.c:<global>,NAMESPACE_BLOCK,<global>,1,call_reply.c,call_reply.c:<global>,,false,1,<global>,3
36205,TYPE_DECL,,,,"struct CallReply {
    void *private_data;
    sds original_proto; /* Available only for root reply. */
    const char *proto;
    size_t proto_len;
    int type;       /* REPLY_... */
    int flags;      /* REPLY_FLAG... */
    size_t len;     /* Length of a string, or the number elements in an array. */
    union {
        const char *str; /* String pointer for string and error replies. This
                          * does not need to be freed, always points inside
                          * a reply->proto buffer of the reply object or, in
                          * case of array elements, of parent reply objects. */
        struct {
            const char *str;
            const char *format;
        } verbatim_str;  /* Reply value for verbatim string */
        long long ll;    /* Reply value for integer reply. */
        double d;        /* Reply value for double reply. */
        struct CallReply *array; /* Array of sub-reply elements. used for set, array, map, and attribut...",1,call_reply.c,CallReply,,false,42,CallReply,1
36213,TYPE_DECL,val,,,"union {
        const char *str; /* String pointer for string and error replies. This
                          * does not need to be freed, always points inside
                          * a reply->proto buffer of the reply object or, in
                          * case of array elements, of parent reply objects. */
        struct {
            const char *str;
            const char *format;
        } verbatim_str;  /* Reply value for verbatim string */
        long long ll;    /* Reply value for integer reply. */
        double d;        /* Reply value for double reply. */
        struct CallReply *array; /* Array of sub-reply elements. used for set, array, map, and attribute */
    }",5,call_reply.c,CallReply.val,,false,50,CallReply.val,8
36215,TYPE_DECL,verbatim_str,,,"struct {
            const char *str;
            const char *format;
        }",9,call_reply.c,CallReply.val.verbatim_str,,false,55,CallReply.val.verbatim_str,2
36221,TYPE_DECL,array,,,struct CallReply,9,call_reply.c,CallReply.val.CallReply,,false,61,CallReply,6
36225,TYPE_DECL,attribute,,,struct CallReply,5,call_reply.c,CallReply.CallReply,,false,64,CallReply,11
37862,TYPE_DECL,,call_reply.h:<global>,NAMESPACE_BLOCK,<global>,1,call_reply.h,call_reply.h:<global>,,false,1,<global>,2
37865,TYPE_DECL,CallReply,,,typedef struct CallReply,1,call_reply.h,CallReply,,false,35,CallReply,1
37866,TYPE_DECL,CallReply,,,typedef struct CallReply CallReply;,26,call_reply.h,CallReply,,false,35,CallReply,2
