2,NAMESPACE_BLOCK,<empty>,,<unknown>,<global>,,<global>,1
7,NAMESPACE_BLOCK,<empty>,,cmake\SQLAllocHandleTest.cpp,cmake\SQLAllocHandleTest.cpp:<global>,,<global>,1
41,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-boostatomic.cpp,cmake\boost-fallback\test-boostatomic.cpp:<global>,,<global>,1
55,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-boostfilesystem.cpp,cmake\boost-fallback\test-boostfilesystem.cpp:<global>,,<global>,1
69,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-boostmutex.cpp,cmake\boost-fallback\test-boostmutex.cpp:<global>,,<global>,1
85,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-boostsharedmutex.cpp,cmake\boost-fallback\test-boostsharedmutex.cpp:<global>,,<global>,1
101,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-boostsharedptr.cpp,cmake\boost-fallback\test-boostsharedptr.cpp:<global>,,<global>,1
119,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-boostthread.cpp,cmake\boost-fallback\test-boostthread.cpp:<global>,,<global>,1
135,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-stdatomic.cpp,cmake\boost-fallback\test-stdatomic.cpp:<global>,,<global>,1
149,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-stdexpfilesystem.cpp,cmake\boost-fallback\test-stdexpfilesystem.cpp:<global>,,<global>,1
163,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-stdfilesystem.cpp,cmake\boost-fallback\test-stdfilesystem.cpp:<global>,,<global>,1
177,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-stdmutex.cpp,cmake\boost-fallback\test-stdmutex.cpp:<global>,,<global>,1
193,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-stdsharedmutex.cpp,cmake\boost-fallback\test-stdsharedmutex.cpp:<global>,,<global>,1
209,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-stdsharedptr.cpp,cmake\boost-fallback\test-stdsharedptr.cpp:<global>,,<global>,1
227,NAMESPACE_BLOCK,<empty>,,cmake\boost-fallback\test-stdthread.cpp,cmake\boost-fallback\test-stdthread.cpp:<global>,,<global>,1
243,NAMESPACE_BLOCK,<empty>,,cmake\compiler-features\test-make-unique.cpp,cmake\compiler-features\test-make-unique.cpp:<global>,,<global>,1
263,NAMESPACE_BLOCK,<empty>,,cmake\compiler-features\test-thread-local.cpp,cmake\compiler-features\test-thread-local.cpp:<global>,,<global>,1
286,NAMESPACE_BLOCK,<empty>,,cmake\compiler-features\test-unicode.cpp,cmake\compiler-features\test-unicode.cpp:<global>,,<global>,1
307,NAMESPACE_BLOCK,<empty>,,cmake\pthread\test-pthread-getname.cpp,cmake\pthread\test-pthread-getname.cpp:<global>,,<global>,1
325,NAMESPACE_BLOCK,<empty>,,cmake\pthread\test-pthread-setname.cpp,cmake\pthread\test-pthread-setname.cpp:<global>,,<global>,1
344,NAMESPACE_BLOCK,<empty>,,examples\cpp\MyApp-qt.cpp,examples\cpp\MyApp-qt.cpp:<global>,,<global>,1
412,NAMESPACE_BLOCK,<empty>,,examples\cpp\MyApp1.cpp,examples\cpp\MyApp1.cpp:<global>,,<global>,1
484,NAMESPACE_BLOCK,<empty>,,examples\cpp\MyApp2.cpp,examples\cpp\MyApp2.cpp:<global>,,<global>,1
530,NAMESPACE_BLOCK,<empty>,,examples\cpp\auto-configured.cpp,examples\cpp\auto-configured.cpp:<global>,,<global>,1
566,NAMESPACE_BLOCK,<empty>,,examples\cpp\com\foo\bar-qt.cpp,examples\cpp\com\foo\bar-qt.cpp:<global>,,<global>,1
588,NAMESPACE_BLOCK,<empty>,,examples\cpp\com\foo\bar.cpp,examples\cpp\com\foo\bar.cpp:<global>,,<global>,1
606,NAMESPACE_BLOCK,<empty>,,examples\cpp\com\foo\bar.hpp,examples\cpp\com\foo\bar.hpp:<global>,,<global>,1
610,NAMESPACE_BLOCK,"namespace com { namespace foo {

class Bar {
    static LoggerPtr m_logger;
    public:
        void doIt();
};

} }",1,examples\cpp\com\foo\bar.hpp,com,4,com,1
611,NAMESPACE_BLOCK,"namespace foo {

class Bar {
    static LoggerPtr m_logger;
    public:
        void doIt();
};

}",17,examples\cpp\com\foo\bar.hpp,com.foo,4,foo,1
637,NAMESPACE_BLOCK,<empty>,,examples\cpp\com\foo\config-qt.cpp,examples\cpp\com\foo\config-qt.cpp:<global>,,<global>,1
641,NAMESPACE_BLOCK,"namespace com { namespace foo {

// Provide the name of the configuration file to Log4cxx.
// Reload the configuration on a QFileSystemWatcher::fileChanged event.
void ConfigureLogging() {
	using namespace log4cxx;
	static struct log4cxx_finalizer {
		~log4cxx_finalizer() {
			LogManager::shutdown();
		}
	} finaliser;
	QFileInfo app{QCoreApplication::applicationFilePath()};
	QString basename{app.baseName()};
	QVector<QString> paths =
		{ QString(""."")
		, app.absoluteDir().absolutePath()
		};
	QVector<QString> names =
		{ QString(basename + "".xml"")
		, QString(basename + "".properties"")
		, QString(""MyApp.properties"")
		, QString(""log4cxx.xml"")
		, QString(""log4cxx.properties"")
		, QString(""log4j.xml"")
		, QString(""log4j.properties"")
	};
#if defined(_DEBUG)
	helpers::LogLog::setInternalDebugging(true);
#endif
	auto status       = spi::ConfigurationStatus::NotConfigured;
	auto selectedPath = QString();
	std::tie(status, selectedPath) = qt::Configuration::configureFromFileAndWatch(paths...",1,examples\cpp\com\foo\config-qt.cpp,com,27,com,1
