31,METHOD,assoc.c:<global>,TYPE_DECL,<global>,1,1,assoc.c,assoc.c:<global>,,false,1,360,<global>,,,1,
63,METHOD,assoc.c:<global>,TYPE_DECL,"void assoc_init(const int hashtable_init) {
    if (hashtable_init) {
        hashpower = hashtable_init;
    }
    primary_hashtable = calloc(hashsize(hashpower), sizeof(void *));
    if (! primary_hashtable) {
        fprintf(stderr, ""Failed to init hashtable.\n"");
        exit(EXIT_FAILURE);
    }
    STATS_LOCK();
    stats_state.hash_power_level = hashpower;
    stats_state.hash_bytes = hashsize(hashpower) * sizeof(void *);
    STATS_UNLOCK();
}",1,31,assoc.c,assoc_init,,false,55,68,assoc_init,,,15,void assoc_init (int)
118,METHOD,assoc.c:<global>,TYPE_DECL,"item *assoc_find(const char *key, const size_t nkey, const uint32_t hv) {
    item *it;
    uint64_t oldbucket;

    if (expanding &&
        (oldbucket = (hv & hashmask(hashpower - 1))) >= expand_bucket)
    {
        it = old_hashtable[oldbucket];
    } else {
        it = primary_hashtable[hv & hashmask(hashpower)];
    }

    item *ret = NULL;
    int depth = 0;
    while (it) {
        if ((nkey == it->nkey) && (memcmp(key, ITEM_key(it), nkey) == 0)) {
            ret = it;
            break;
        }
        it = it->h_next;
        ++depth;
    }
    MEMCACHED_ASSOC_FIND(key, nkey, depth);
    return ret;
}",1,27,assoc.c,assoc_find,,false,70,94,assoc_find,,,16,"item assoc_find (char*,size_t,uint32_t)"
227,METHOD,assoc.c:<global>,TYPE_DECL,"static item** _hashitem_before (const char *key, const size_t nkey, const uint32_t hv) {
    item **pos;
    uint64_t oldbucket;

    if (expanding &&
        (oldbucket = (hv & hashmask(hashpower - 1))) >= expand_bucket)
    {
        pos = &old_hashtable[oldbucket];
    } else {
        pos = &primary_hashtable[hv & hashmask(hashpower)];
    }

    while (*pos && ((nkey != (*pos)->nkey) || memcmp(key, ITEM_key(*pos), nkey))) {
        pos = &(*pos)->h_next;
    }
    return pos;
}",1,27,assoc.c,_hashitem_before,,false,99,115,_hashitem_before,,,17,"item _hashitem_before (char*,size_t,uint32_t)"
328,METHOD,assoc.c:<global>,TYPE_DECL,"static void assoc_expand(void) {
    old_hashtable = primary_hashtable;

    primary_hashtable = calloc(hashsize(hashpower + 1), sizeof(void *));
    if (primary_hashtable) {
        if (settings.verbose > 1)
            fprintf(stderr, ""Hash table expansion starting\n"");
        hashpower++;
        expanding = true;
        expand_bucket = 0;
        STATS_LOCK();
        stats_state.hash_power_level = hashpower;
        stats_state.hash_bytes += hashsize(hashpower) * sizeof(void *);
        stats_state.hash_is_expanding = true;
        STATS_UNLOCK();
    } else {
        primary_hashtable = old_hashtable;
        /* Bad news, but we can keep running. */
    }
}",1,31,assoc.c,assoc_expand,,false,118,137,assoc_expand,,,18,void assoc_expand (void)
403,METHOD,assoc.c:<global>,TYPE_DECL,"void assoc_start_expand(uint64_t curr_items) {
    if (pthread_mutex_trylock(&maintenance_lock) == 0) {
        if (curr_items > (hashsize(hashpower) * 3) / 2 && hashpower < HASHPOWER_MAX) {
            pthread_cond_signal(&maintenance_cond);
        }
        pthread_mutex_unlock(&maintenance_lock);
    }
}",1,26,assoc.c,assoc_start_expand,,false,139,146,assoc_start_expand,,,19,void assoc_start_expand (uint64_t)
443,METHOD,assoc.c:<global>,TYPE_DECL,"int assoc_insert(item *it, const uint32_t hv) {
    uint64_t oldbucket;

//    assert(assoc_find(ITEM_key(it), it->nkey) == 0);  /* shouldn't have duplicately named things defined */

    if (expanding &&
        (oldbucket = (hv & hashmask(hashpower - 1))) >= expand_bucket)
    {
        it->h_next = old_hashtable[oldbucket];
        old_hashtable[oldbucket] = it;
    } else {
        it->h_next = primary_hashtable[hv & hashmask(hashpower)];
        primary_hashtable[hv & hashmask(hashpower)] = it;
    }

    MEMCACHED_ASSOC_INSERT(ITEM_key(it), it->nkey);
    return 1;
}",1,27,assoc.c,assoc_insert,,false,149,166,assoc_insert,,,20,"int assoc_insert (item*,uint32_t)"
521,METHOD,assoc.c:<global>,TYPE_DECL,"void assoc_delete(const char *key, const size_t nkey, const uint32_t hv) {
    item **before = _hashitem_before(key, nkey, hv);

    if (*before) {
        item *nxt;
        /* The DTrace probe cannot be triggered as the last instruction
         * due to possible tail-optimization by the compiler
         */
        MEMCACHED_ASSOC_DELETE(key, nkey);
        nxt = (*before)->h_next;
        (*before)->h_next = 0;   /* probably pointless, but whatever. */
        *before = nxt;
        return;
    }
    /* Note:  we never actually get here.  the callers don't delete things
       they can't find. */
    assert(*before != 0);
}",1,8,assoc.c,assoc_delete,,false,168,185,assoc_delete,,,21,"void assoc_delete (char*,size_t,uint32_t)"
572,METHOD,assoc.c:<global>,TYPE_DECL,"static void *assoc_maintenance_thread(void *arg) {

    mutex_lock(&maintenance_lock);
    while (do_run_maintenance_thread) {
        int ii = 0;

        /* There is only one expansion thread, so no need to global lock. */
        for (ii = 0; ii < hash_bulk_move && expanding; ++ii) {
            item *it, *next;
            uint64_t bucket;
            void *item_lock = NULL;

            /* bucket = hv & hashmask(hashpower) =>the bucket of hash table
             * is the lowest N bits of the hv, and the bucket of item_locks is
             *  also the lowest M bits of hv, and N is greater than M.
             *  So we can process expanding with only one item_lock. cool! */
            if ((item_lock = item_trylock(expand_bucket))) {
                    for (it = old_hashtable[expand_bucket]; NULL != it; it = next) {
                        next = it->h_next;
                        bucket = hash(ITEM_key(it), it->nkey) & hashmask(hashpower);
                        it->h_next =...",1,4,assoc.c,assoc_maintenance_thread,,false,193,260,assoc_maintenance_thread,,,26,void* assoc_maintenance_thread (void*)
783,METHOD,assoc.c:<global>,TYPE_DECL,"int start_assoc_maintenance_thread() {
    int ret;
    char *env = getenv(""MEMCACHED_HASH_BULK_MOVE"");
    if (env != NULL) {
        hash_bulk_move = atoi(env);
        if (hash_bulk_move == 0) {
            hash_bulk_move = DEFAULT_HASH_BULK_MOVE;
        }
    }

    if ((ret = pthread_create(&maintenance_tid, NULL,
                              assoc_maintenance_thread, NULL)) != 0) {
        fprintf(stderr, ""Can't create thread: %s\n"", strerror(ret));
        return -1;
    }
    return 0;
}",1,29,assoc.c,start_assoc_maintenance_thread,,false,264,280,start_assoc_maintenance_thread,,,28,int start_assoc_maintenance_thread ()
834,METHOD,assoc.c:<global>,TYPE_DECL,"void stop_assoc_maintenance_thread() {
    mutex_lock(&maintenance_lock);
    do_run_maintenance_thread = 0;
    pthread_cond_signal(&maintenance_cond);
    mutex_unlock(&maintenance_lock);

    /* Wait for the maintenance thread to stop */
    pthread_join(maintenance_tid, NULL);
}",1,4,assoc.c,stop_assoc_maintenance_thread,,false,282,290,stop_assoc_maintenance_thread,,,29,void stop_assoc_maintenance_thread ()
866,METHOD,assoc.c:<global>,TYPE_DECL,"void *assoc_get_iterator(void) {
    struct assoc_iterator *iter = calloc(1, sizeof(struct assoc_iterator));
    if (iter == NULL) {
        return NULL;
    }
    // this will hang the caller while a hash table expansion is running.
    mutex_lock(&maintenance_lock);
    return iter;
}",1,4,assoc.c,assoc_get_iterator,,false,299,307,assoc_get_iterator,,,31,void* assoc_get_iterator (void)
894,METHOD,assoc.c:<global>,TYPE_DECL,"bool assoc_iterate(void *iterp, item **it) {
    struct assoc_iterator *iter = (struct assoc_iterator *) iterp;
    *it = NULL;
    // - if locked bucket and next, update next and return
    if (iter->bucket_locked) {
        if (iter->next != NULL) {
            iter->it = iter->next;
            iter->next = iter->it->h_next;
            *it = iter->it;
        } else {
            // unlock previous bucket, if any
            item_unlock(iter->bucket);
            // iterate the bucket post since it starts at 0.
            iter->bucket++;
            iter->bucket_locked = false;
            *it = NULL;
        }
        return true;
    }

    // - loop until we hit the end or find something.
    if (iter->bucket != hashsize(hashpower)) {
        // - lock next bucket
        item_lock(iter->bucket);
        iter->bucket_locked = true;
        // - only check the primary hash table since expand is blocked.
        iter->it = primary_hashtable[iter->bucket];
        if (iter->it ...",1,24,assoc.c,assoc_iterate,,false,309,351,assoc_iterate,,,32,"bool assoc_iterate (void*,item**)"
1040,METHOD,assoc.c:<global>,TYPE_DECL,"void assoc_iterate_final(void *iterp) {
    struct assoc_iterator *iter = (struct assoc_iterator *) iterp;
    if (iter->bucket_locked) {
        item_unlock(iter->bucket);
    }
    mutex_unlock(&maintenance_lock);
    free(iter);
}",1,4,assoc.c,assoc_iterate_final,,false,353,360,assoc_iterate_final,,,33,void assoc_iterate_final (void*)
1072,METHOD,assoc.h:<global>,TYPE_DECL,<global>,1,40,assoc.h,assoc.h:<global>,,false,1,16,<global>,,,1,
1074,METHOD,assoc.h:<global>,TYPE_DECL,void assoc_init(const int hashpower_init);,6,41,assoc.h,assoc_init,,false,2,2,assoc_init,,,1,void assoc_init (int)
1079,METHOD,assoc.h:<global>,TYPE_DECL,"item *assoc_find(const char *key, const size_t nkey, const uint32_t hv);",6,71,assoc.h,assoc_find,,false,3,3,assoc_find,,,2,"item* assoc_find (char*,size_t,uint32_t)"
1086,METHOD,assoc.h:<global>,TYPE_DECL,"int assoc_insert(item *item, const uint32_t hv);",5,47,assoc.h,assoc_insert,,false,4,4,assoc_insert,,,3,"int assoc_insert (item*,uint32_t)"
1092,METHOD,assoc.h:<global>,TYPE_DECL,"void assoc_delete(const char *key, const size_t nkey, const uint32_t hv);",6,72,assoc.h,assoc_delete,,false,5,5,assoc_delete,,,4,"void assoc_delete (char*,size_t,uint32_t)"
1099,METHOD,assoc.h:<global>,TYPE_DECL,void do_assoc_move_next_bucket(void);,6,36,assoc.h,do_assoc_move_next_bucket,,false,6,6,do_assoc_move_next_bucket,,,5,void do_assoc_move_next_bucket (void)
1104,METHOD,assoc.h:<global>,TYPE_DECL,int start_assoc_maintenance_thread(void);,5,40,assoc.h,start_assoc_maintenance_thread,,false,7,7,start_assoc_maintenance_thread,,,6,int start_assoc_maintenance_thread (void)
1109,METHOD,assoc.h:<global>,TYPE_DECL,void stop_assoc_maintenance_thread(void);,6,40,assoc.h,stop_assoc_maintenance_thread,,false,8,8,stop_assoc_maintenance_thread,,,7,void stop_assoc_maintenance_thread (void)
1114,METHOD,assoc.h:<global>,TYPE_DECL,void assoc_start_expand(uint64_t curr_items);,6,44,assoc.h,assoc_start_expand,,false,9,9,assoc_start_expand,,,8,void assoc_start_expand (uint64_t)
1119,METHOD,assoc.h:<global>,TYPE_DECL,void *assoc_get_iterator(void);,6,30,assoc.h,assoc_get_iterator,,false,11,11,assoc_get_iterator,,,9,void* assoc_get_iterator (void)
1124,METHOD,assoc.h:<global>,TYPE_DECL,"bool assoc_iterate(void *iterp, item **it);",6,42,assoc.h,assoc_iterate,,false,12,12,assoc_iterate,,,10,"bool assoc_iterate (void*,item**)"
1130,METHOD,assoc.h:<global>,TYPE_DECL,void assoc_iterate_final(void *iterp);,6,37,assoc.h,assoc_iterate_final,,false,13,13,assoc_iterate_final,,,11,void assoc_iterate_final (void*)
1160,METHOD,authfile.c:<global>,TYPE_DECL,<global>,1,1,authfile.c,authfile.c:<global>,,false,1,126,<global>,,,1,
1181,METHOD,authfile.c:<global>,TYPE_DECL,"enum authfile_ret authfile_load(const char *file) {
    struct stat sb;
    char *auth_data = NULL;
    auth_t auth_entries[MAX_ENTRIES];

    FILE *pwfile = fopen(file, ""r"");
    if (pwfile == NULL) {
        return AUTHFILE_OPENFAIL;
    } else if (fstat(fileno(pwfile), &sb)) {
        fclose(pwfile);
        return AUTHFILE_STATFAIL;
    }

    auth_data = calloc(1, sb.st_size + 1);

    char *auth_cur = auth_data;
    char *auth_end = auth_data + sb.st_size;
    auth_t *entry_cur = auth_entries;
    int used = 0;

    while ((fgets(auth_cur, auth_end - auth_cur < MAX_ENTRY_LEN ? auth_end - auth_cur : MAX_ENTRY_LEN, pwfile)) != NULL) {
        int x;
        int found = 0;

        for (x = 0; x < MAX_ENTRY_LEN; x++) {
            if (!found) {
                if (auth_cur[x] == '\0') {
                    // The username is malformed - this is either the end of the file or a null byte.
                    break;
                } else if (auth_cur[x] == ':') {
                  ...",1,24,authfile.c,authfile_load,,false,31,109,authfile_load,,,9,enum authfile_ret authfile_load (char*)
1421,METHOD,authfile.c:<global>,TYPE_DECL,"int authfile_check(const char *user, const char *pass) {
    size_t ulen = strlen(user);
    size_t plen = strlen(pass);

    for (int x = 0; x < entry_cnt; x++) {
        auth_t *e = &main_auth_entries[x];
        if (ulen == e->ulen && plen == e->plen &&
            safe_memcmp(user, e->user, e->ulen) &&
            safe_memcmp(pass, e->pass, e->plen)) {
            return 1;
        }
    }

    return 0;
}",1,1,authfile.c,authfile_check,,false,112,126,authfile_check,,,10,"int authfile_check (char*,char*)"
