2,NAMESPACE_BLOCK,<empty>,,<unknown>,<global>,,<global>,1
29,NAMESPACE_BLOCK,<empty>,,assoc.c,assoc.c:<global>,,<global>,1
1070,NAMESPACE_BLOCK,<empty>,,assoc.h,assoc.h:<global>,,<global>,1
1158,NAMESPACE_BLOCK,<empty>,,authfile.c,authfile.c:<global>,,<global>,1
1492,NAMESPACE_BLOCK,<empty>,,authfile.h,authfile.h:<global>,,<global>,1
1522,NAMESPACE_BLOCK,<empty>,,base64.c,base64.c:<global>,,<global>,1
2210,NAMESPACE_BLOCK,<empty>,,base64.h,base64.h:<global>,,<global>,1
2239,NAMESPACE_BLOCK,<empty>,,bipbuffer.c,bipbuffer.c:<global>,,<global>,1
2705,NAMESPACE_BLOCK,<empty>,,bipbuffer.h,bipbuffer.h:<global>,,<global>,1
2808,NAMESPACE_BLOCK,<empty>,,cache.c,cache.c:<global>,,<global>,1
3387,NAMESPACE_BLOCK,<empty>,,cache.h,cache.h:<global>,,<global>,1
3485,NAMESPACE_BLOCK,<empty>,,crawler.c,crawler.c:<global>,,<global>,1
6045,NAMESPACE_BLOCK,<empty>,,crawler.h,crawler.h:<global>,,<global>,1
6137,NAMESPACE_BLOCK,<empty>,,crc32c.c,crc32c.c:<global>,,<global>,1
7032,NAMESPACE_BLOCK,<empty>,,crc32c.h,crc32c.h:<global>,,<global>,1
7067,NAMESPACE_BLOCK,<empty>,,daemon.c,daemon.c:<global>,,<global>,1
7193,NAMESPACE_BLOCK,<empty>,,darwin_priv.c,darwin_priv.c:<global>,,<global>,1
7230,NAMESPACE_BLOCK,<empty>,,extstore.c,extstore.c:<global>,,<global>,1
10667,NAMESPACE_BLOCK,<empty>,,extstore.h,extstore.h:<global>,,<global>,1
10851,NAMESPACE_BLOCK,<empty>,,freebsd_priv.c,freebsd_priv.c:<global>,,<global>,1
10860,NAMESPACE_BLOCK,<empty>,,globals.c,globals.c:<global>,,<global>,1
10883,NAMESPACE_BLOCK,<empty>,,hash.c,hash.c:<global>,,<global>,1
10950,NAMESPACE_BLOCK,<empty>,,hash.h,hash.h:<global>,,<global>,1
11016,NAMESPACE_BLOCK,<empty>,,items.c,items.c:<global>,,<global>,1
18744,NAMESPACE_BLOCK,<empty>,,items.h,items.h:<global>,,<global>,1
19022,NAMESPACE_BLOCK,<empty>,,itoa_ljust.c,itoa_ljust.c:<global>,,<global>,1
19419,NAMESPACE_BLOCK,<empty>,,itoa_ljust.h,itoa_ljust.h:<global>,,<global>,1
19452,NAMESPACE_BLOCK,<empty>,,jenkins_hash.c,jenkins_hash.c:<global>,,<global>,1
19457,NAMESPACE_BLOCK,<empty>,,jenkins_hash.h,jenkins_hash.h:<global>,,<global>,1
19486,NAMESPACE_BLOCK,<empty>,,linux_priv.c,linux_priv.c:<global>,,<global>,1
19588,NAMESPACE_BLOCK,<empty>,,logger.c,logger.c:<global>,,<global>,1
22261,NAMESPACE_BLOCK,<empty>,,logger.h,logger.h:<global>,,<global>,1
22482,NAMESPACE_BLOCK,<empty>,,md5.c,md5.c:<global>,,<global>,1
25567,NAMESPACE_BLOCK,<empty>,,md5.h,md5.h:<global>,,<global>,1
25671,NAMESPACE_BLOCK,<empty>,,memcached.c,memcached.c:<global>,,<global>,1
44156,NAMESPACE_BLOCK,<empty>,,memcached.h,memcached.h:<global>,,<global>,1
45172,NAMESPACE_BLOCK,<empty>,,murmur3_hash.c,murmur3_hash.c:<global>,,<global>,1
45397,NAMESPACE_BLOCK,<empty>,,murmur3_hash.h,murmur3_hash.h:<global>,,<global>,1
45420,NAMESPACE_BLOCK,<empty>,,openbsd_priv.c,openbsd_priv.c:<global>,,<global>,1
45439,NAMESPACE_BLOCK,<empty>,,proto_bin.c,proto_bin.c:<global>,,<global>,1
50447,NAMESPACE_BLOCK,<empty>,,proto_bin.h,proto_bin.h:<global>,,<global>,1
50472,NAMESPACE_BLOCK,<empty>,,proto_proxy.c,proto_proxy.c:<global>,,<global>,1
53812,NAMESPACE_BLOCK,<empty>,,proto_proxy.h,proto_proxy.h:<global>,,<global>,1
53914,NAMESPACE_BLOCK,<empty>,,proto_text.c,proto_text.c:<global>,,<global>,1
64236,NAMESPACE_BLOCK,<empty>,,proto_text.h,proto_text.h:<global>,,<global>,1
64262,NAMESPACE_BLOCK,<empty>,,protocol_binary.h,protocol_binary.h:<global>,,<global>,1
64839,NAMESPACE_BLOCK,<empty>,,proxy.h,proxy.h:<global>,,<global>,1
65462,NAMESPACE_BLOCK,<empty>,,proxy_await.c,proxy_await.c:<global>,,<global>,1
66466,NAMESPACE_BLOCK,<empty>,,proxy_config.c,proxy_config.c:<global>,,<global>,1
67873,NAMESPACE_BLOCK,<empty>,,proxy_jump_hash.c,proxy_jump_hash.c:<global>,,<global>,1
68012,NAMESPACE_BLOCK,<empty>,,proxy_lua.c,proxy_lua.c:<global>,,<global>,1
71699,NAMESPACE_BLOCK,<empty>,,proxy_network.c,proxy_network.c:<global>,,<global>,1
74298,NAMESPACE_BLOCK,<empty>,,proxy_request.c,proxy_request.c:<global>,,<global>,1
77043,NAMESPACE_BLOCK,<empty>,,proxy_ring_hash.c,proxy_ring_hash.c:<global>,,<global>,1
78160,NAMESPACE_BLOCK,<empty>,,proxy_ustats.c,proxy_ustats.c:<global>,,<global>,1
78480,NAMESPACE_BLOCK,<empty>,,proxy_xxhash.c,proxy_xxhash.c:<global>,,<global>,1
78504,NAMESPACE_BLOCK,<empty>,,queue.h,queue.h:<global>,,<global>,1
78527,NAMESPACE_BLOCK,<empty>,,restart.c,restart.c:<global>,,<global>,1
79757,NAMESPACE_BLOCK,<empty>,,restart.h,restart.h:<global>,,<global>,1
79833,NAMESPACE_BLOCK,<empty>,,sasl_defs.c,sasl_defs.c:<global>,,<global>,1
79931,NAMESPACE_BLOCK,<empty>,,sasl_defs.h,sasl_defs.h:<global>,,<global>,1
79941,NAMESPACE_BLOCK,<empty>,,sizes.c,sizes.c:<global>,,<global>,1
80046,NAMESPACE_BLOCK,<empty>,,slab_automove.c,slab_automove.c:<global>,,<global>,1
80694,NAMESPACE_BLOCK,<empty>,,slab_automove.h,slab_automove.h:<global>,,<global>,1
80746,NAMESPACE_BLOCK,<empty>,,slab_automove_extstore.c,slab_automove_extstore.c:<global>,,<global>,1
81546,NAMESPACE_BLOCK,<empty>,,slab_automove_extstore.h,slab_automove_extstore.h:<global>,,<global>,1
81598,NAMESPACE_BLOCK,<empty>,,slabs.c,slabs.c:<global>,,<global>,1
85749,NAMESPACE_BLOCK,<empty>,,slabs.h,slabs.h:<global>,,<global>,1
85886,NAMESPACE_BLOCK,<empty>,,solaris_priv.c,solaris_priv.c:<global>,,<global>,1
85903,NAMESPACE_BLOCK,<empty>,,stats_prefix.c,stats_prefix.c:<global>,,<global>,1
86373,NAMESPACE_BLOCK,<empty>,,stats_prefix.h,stats_prefix.h:<global>,,<global>,1
86446,NAMESPACE_BLOCK,<empty>,,storage.c,storage.c:<global>,,<global>,1
86451,NAMESPACE_BLOCK,<empty>,,storage.h,storage.h:<global>,,<global>,1
86607,NAMESPACE_BLOCK,<empty>,,testapp.c,testapp.c:<global>,,<global>,1
94004,NAMESPACE_BLOCK,<empty>,,thread.c,thread.c:<global>,,<global>,1
97235,NAMESPACE_BLOCK,<empty>,,timedrun.c,timedrun.c:<global>,,<global>,1
97506,NAMESPACE_BLOCK,<empty>,,tls.c,tls.c:<global>,,<global>,1
97511,NAMESPACE_BLOCK,<empty>,,tls.h,tls.h:<global>,,<global>,1
97577,NAMESPACE_BLOCK,<empty>,,trace.h,trace.h:<global>,,<global>,1
97598,NAMESPACE_BLOCK,<empty>,,util.c,util.c:<global>,,<global>,1
98365,NAMESPACE_BLOCK,<empty>,,util.h,util.h:<global>,,<global>,1
98470,NAMESPACE_BLOCK,<empty>,,vendor\mcmc\example.c,vendor\mcmc\example.c:<global>,,<global>,1
98726,NAMESPACE_BLOCK,<empty>,,vendor\mcmc\mcmc.c,vendor\mcmc\mcmc.c:<global>,,<global>,1
100249,NAMESPACE_BLOCK,<empty>,,vendor\mcmc\mcmc.h,vendor\mcmc\mcmc.h:<global>,,<global>,1
100382,NAMESPACE_BLOCK,<empty>,,xxhash.h,xxhash.h:<global>,,<global>,1
102039,NAMESPACE_BLOCK,<empty>,,<includes>,<includes>:<global>,,<global>,1
